"meat","fish","eggs","milk","vegetables","fruits_and_berries","cereals","flour","sweets","softdrinks","alcodrinks","sum_rub_buy","income","diplom","car","plot_bi","plot_size","famsize","water","sanitation","fridge","internet","pfuel","ptransp","phome","debt","govsubs","nongovsubs","inval"
3.075,0.3,NA,2.4,3.5,1,1,0.9,0.3,0.19,NA,1745,29000,1,0,0,0,1,1,1,1,0,NA,NA,5000,0,28400,0,0
2.4,NA,20,1,4,2.5,NA,2.8,NA,3,10,3262,98000,1,0,1,7,2,1,1,1,1,NA,1000,6500,150000,16180,0,0
4.4,NA,10,6.2,1.05,3,NA,1.4,0.3,0.1,NA,2920,60200,1,1,0,0,2,1,1,1,1,2500,NA,5840,0,16700,0,1
1.6,NA,10,2.2,NA,2.8,NA,NA,NA,NA,NA,1155,30270,1,0,1,4,1,1,1,1,0,NA,170,6522,0,19670,0,1
1.5,2,20,8.5,0.6,2,1,4,1.5,0.899999999999999,NA,4236,59600,0,1,1,8,3,1,1,0,1,4000,2000,6000,140000,28400,0,1
17.7,1.5,NA,8.8,3.8,4,NA,6.5,8,3.4,4.5,8609,107021,1,1,1,13,5,1,1,1,0,5000,NA,3500,0,45341,0,1
17,2.5,10,4.5,NA,NA,NA,NA,NA,NA,1.7,7908,45100,0,0,1,4,2,1,1,1,0,NA,100,6000,0,44300,0,1
3.35,0.25,10,NA,2,1.5,NA,0.9,0.6,NA,NA,1809,59000,1,0,0,0,2,1,1,1,1,NA,2000,4000,30000,22350,0,0
3,NA,NA,2.7,NA,3,NA,1,1,NA,NA,1188,26060,1,1,0,0,2,1,1,1,1,1000,NA,4200,0,25000,0,1
0.5,NA,20,4.1,1.4,1.1,0.8,4.5,0.2,0.25,NA,1880,31900,1,1,0,0,3,1,1,0,1,2000,NA,3000,0,23500,0,1
2,NA,10,1.71,3,1,1,1.5,NA,NA,NA,1306,5000,0,0,0,0,1,1,1,0,0,NA,NA,NA,0,0,0,0
5.5,1,20,NA,1.8,0.8,NA,0.5,0.5,3.65,3,5030,57144,0,0,0,0,1,1,1,1,0,NA,1000,6000,0,16785,0,0
2.6,NA,20,5,2,2,NA,5.4,0.899999999999999,4,NA,2832,108100,1,1,1,5,3,1,1,1,0,7000,800,7500,0,41200,0,1
3,NA,10,2.85,1.3,2,NA,0.7,0.5,0.19,NA,2457,22704,0,0,0,0,1,1,1,0,0,NA,170,3700,0,18704,0,0
0.2,NA,30,6.4,3.5,5,NA,1.6,1.1,0.2,NA,2920,120000,0,1,0,0,3,1,1,1,0,5000,1500,5440,150000,0,0,0
2.3,0.7,NA,3.1,1,3.5,NA,1.35,0.7,0.2,0.7,2529,31000,0,0,1,7,1,1,1,1,0,NA,170,5300,0,25970,0,0
0.4,NA,NA,1.8,NA,1,NA,0.7,NA,0.5,NA,934,44008,0,0,0,0,1,1,1,1,0,NA,497,3400,0,15160,0,0
2.4,1,10,9.04999999999999,NA,2,NA,0.9,3.5,0.05,0.75,3263,38631,1,0,0,0,1,1,1,1,0,NA,NA,4000,0,32141,0,0
1.2,NA,20,3.4,NA,4,0.5,2,1.4,3,NA,3300,115000,1,1,0,0,4,1,1,1,1,5000,300,3470,0,0,0,0
2,NA,10,0.8,2.1,2,NA,1.6,0.5,1,0.75,1888,50100,1,0,0,0,1,1,1,1,1,NA,1500,5200,0,15100,0,0
0.8,0.25,10,1,2,1.5,NA,0.5,0.1,NA,NA,634,9000,0,0,0,0,1,1,1,0,1,NA,1500,NA,0,0,0,0
3.15,NA,10,1.6,1.45,1,1,1.5,1.4,1.3,10,2976,7800,0,0,0,0,1,1,1,1,0,NA,2500,NA,0,0,0,0
4,0.3,NA,2.4,NA,2,NA,4.1,0.9,4.29,NA,2520,24200,0,0,1,8,1,1,1,1,0,NA,NA,7000,0,11168,0,0
3.5,NA,20,3.4,0.3,2,NA,3.6,2,0.1,NA,3060,83980,1,1,0,0,3,1,1,1,1,NA,1000,8180,0,47200,0,0
4.44999999999999,NA,10,0.3,5.6,2,NA,3.25,3.5,3.1,NA,3910,48000,0,0,0,0,1,1,1,1,1,NA,1000,15000,0,0,0,0
1,NA,NA,NA,NA,NA,NA,0.5,0.3,2,NA,595,18600,0,0,0,0,1,1,1,0,1,NA,1000,NA,0,11000,0,0
NA,NA,NA,1.7,1.5,1.5,0.8,NA,0.2,0.5,NA,754,8000,0,0,0,0,1,1,1,0,1,NA,500,800,0,0,0,0
2.5,NA,10,2,1.3,1,1,2.8,0.8,0.2,NA,1570,15500,0,0,0,0,1,1,1,1,0,NA,500,4000,0,15500,0,0
5.5,1,20,1.2,NA,4,NA,0.4,3.5,3,1,6200,25000,0,0,0,0,1,1,1,1,0,NA,1000,2500,0,0,0,0
4,NA,20,NA,7.5,3,0.9,1.9,2,NA,0.5,2832,35000,0,0,0,0,1,1,1,1,0,NA,800,2800,50000,0,0,0
3.5,3,20,10.5,1.4,2.4,NA,1.75,5,3.2,3,5401,140000,1,0,0,0,4,1,1,1,1,8000,185,4600,0,27500,0,0
NA,NA,20,3,1,1,NA,0.4,0.5,NA,NA,598,20000,0,0,0,0,2,1,1,1,0,NA,500,8000,2000,0,0,0
6.68,NA,20,2.5,NA,3,NA,2,NA,NA,NA,3368,32000,0,0,0,0,1,1,1,1,0,NA,1200,2900,0,0,0,0
1.6,NA,NA,0.2,2.5,2.3,0.6,1.8,0.2,NA,NA,1525,45000,0,0,0,0,1,1,1,0,1,NA,1500,NA,0,0,0,0
2.9,0.7,10,1.1,NA,0.8,0.9,NA,2,0.25,NA,2869,16100,0,0,0,0,1,1,1,0,0,NA,130,4100,0,16900,0,0
2,NA,NA,1.55,1.1,1,0.8,1,1,0.25,NA,1920,26000,0,0,0,0,1,1,1,0,1,NA,1000,13000,0,0,0,0
6.7,NA,10,2.2,NA,4,NA,2.8,1.8,0.05,1.5,5203,114000,1,1,1,8,3,1,1,0,1,2000,500,3700,0,13915,0,0
2,NA,10,1,2,NA,NA,3,1,NA,NA,1028,9000,0,0,0,0,1,1,1,1,0,NA,1300,NA,0,0,0,0
4.5,NA,10,1.36,4.15,3,1,2,1,NA,NA,1915,7000,0,0,0,0,1,1,1,1,0,NA,300,700,0,0,0,0
12,NA,10,2,7,4,NA,3,1,NA,NA,3663,37000,1,0,0,0,2,1,1,1,0,NA,1500,1500,0,0,0,0
0.5,0.35,NA,2.3,0.6,3,NA,1.5,0.6,0.25,NA,1787,3000,0,0,0,0,1,1,1,1,1,NA,500,900,0,0,0,0
2,NA,NA,2.3,1.4,1.5,NA,7,3.5,2,4,3142,105000,0,1,0,0,4,1,1,1,1,900,4500,3700,2100000,0,0,0
2.5,NA,20,1.55,0.8,2,NA,1,NA,NA,NA,1224,28000,0,0,0,0,1,1,1,1,0,NA,NA,4900,0,28000,0,0
15,1,20,10.1,NA,5,NA,2.8,4,3.3,NA,9687,137000,1,0,0,0,4,1,1,1,1,NA,2400,3970,0,0,0,0
2.5,NA,30,3.4,2,1,NA,3.2,1,NA,NA,1490,153000,1,1,0,0,3,1,1,1,1,15000,NA,5140,900000,3000,0,0
1.5,NA,20,1.26,2,2,1,2.5,0.2,NA,NA,1599,27000,1,0,0,0,1,1,1,1,0,NA,NA,700,0,0,0,0
6,NA,20,2.9,2,NA,NA,2.8,1,NA,NA,3978,15000,0,1,0,0,1,1,1,1,0,NA,NA,6000,0,15000,0,0
1.8,0.5,NA,2.7,4,0.5,NA,1.45,0.3,2,0.5,1838,65000,1,1,0,0,2,1,1,1,1,2000,NA,12600,0,0,0,0
5.7,1,10,3.58,NA,5.5,1.6,1.8,4.3,0.195,NA,3571,82300,1,1,0,0,2,1,1,1,1,10000,NA,7000,0,35800,0,0
4.9,NA,20,4.3,NA,3,NA,3.6,1,NA,NA,3426,35800,0,1,0,0,2,1,1,1,0,NA,400,6400,400000,0,0,0
NA,NA,NA,1.3,NA,0.5,NA,3,1,0.19,0.7,1091,65000,1,0,1,15,2,1,1,1,1,NA,2000,5000,0,15000,0,0
7.5,NA,10,7.6,1,1,NA,4,NA,NA,2,3351,116424,0,1,0,0,3,1,1,1,1,15000,NA,3000,276000,26424,0,0
3,NA,10,2.6,NA,3.5,NA,2.8,0.5,0.125,NA,2636,30000,0,0,1,5,1,1,1,1,0,NA,360,NA,0,20112,0,1
3.4,NA,10,3,6,NA,1,5.6,1.9,0.2,NA,3551,84500,0,1,1,6,3,1,1,1,1,12000,NA,13000,2900000,0,0,0
2.2,NA,NA,NA,2,5,NA,1.4,1.7,0.2,NA,1336,20000,0,1,0,0,2,1,1,1,1,3000,100,4900,0,21270,0,0
1.7,2,20,3.54999999999999,6.4,4,NA,3.3,1.6,0.1,NA,3598,38000,0,0,0,0,2,1,1,1,1,NA,1200,6044,0,0,0,0
4.7,1.5,10,2.8,9,2,NA,1.4,1.3,NA,1,4501,50900,1,1,1,6,2,1,1,1,1,NA,3000,6000,0,50900,0,1
3,NA,10,NA,NA,3,2,3,1.5,NA,NA,1804,7000,1,0,0,0,1,1,1,0,0,NA,700,320,0,0,0,0
1.5,NA,NA,3,4.5,0.3,0.4,2.55,4.8,0.095,NA,1642,42000,0,0,0,0,3,1,1,1,1,NA,700,6500,0,0,0,0
3.8,1.538,10,5.35,5,1.5,1,1.4,NA,0.1,NA,2644,19209,0,0,0,0,1,1,1,1,0,NA,450,5000,0,18471,0,0
0.25,0.25,NA,3.1,NA,NA,NA,1.55,0.5,NA,NA,967,25396,0,0,0,0,1,1,1,1,0,NA,NA,6200,0,26960,0,0
6,NA,10,1.9,NA,NA,NA,2.1,NA,0.042,NA,2387,25100,0,0,1,6,1,1,1,1,0,NA,302,3200,0,25100,0,0
2.3,NA,10,5.5,NA,1,1,1.8,1,0.2,NA,1451,26000,0,0,1,5,1,1,1,1,1,NA,88,2000,0,26000,0,0
0.9,NA,10,NA,NA,NA,NA,1.9,3.8,0.1,NA,1398,44000,0,1,0,0,2,1,1,1,1,5000,2500,4100,0,0,0,0
2.8,1,10,5.3,3.2,3,1,1.2,NA,0.1,NA,2601,24017,1,0,0,0,1,1,1,1,0,NA,NA,3500,0,21517,0,1
3.6,NA,20,3.45,NA,1.8,NA,3.6,2.6,NA,NA,2103,51688,0,0,1,6,2,1,1,0,0,NA,300,6000,0,51688,0,1
9.2,1.6,30,9.5,12.3,3,3,7.25,6.7,0.2,3,7047,70373,0,0,0,0,3,1,1,1,0,NA,1500,6500,0,14635,0,0
5.176,1.5,20,5.5,1.5,6.2,1,3.1,2.5,2.1,0.5,5206,91395,1,1,1,50,2,1,1,1,1,15000,NA,7000,0,11395,0,0
4.9,0.7,10,2.8,0.6,1.2,0.8,2.8,2,0.12,NA,3663,84000,1,0,1,7.5,2,1,1,1,0,NA,300,3000,0,43000,0,0
8.338,1.5,20,7.4,9.8,3,2,5,6.5,0.2,2.5,6750,81138,0,1,0,0,3,1,1,1,1,3000,NA,4000,0,20400,0,0
2.6,1,10,3.15,NA,2.4,NA,2.55,0.3,NA,NA,1563,26232,0,0,1,4,1,1,1,1,0,NA,302,5240,0,25500,0,0
2.4,1,10,3.85,3.4,2.9,0.9,2.2,0.4,0.2,NA,2958,58806,1,1,0,0,3,1,1,0,1,6000,NA,4900,0,40806,0,1
4.538,1.2,10,4.25,8.2,2,1,2.45,2.8,0.2,NA,3457,19234,0,0,1,15,1,1,1,1,1,NA,300,4000,0,18496,0,0
2.8,NA,10,2.6,4.5,2.9,NA,1.4,1.8,NA,NA,1706.99,22500,0,0,0,0,1,1,1,0,0,NA,304,5100,0,22500,0,1
3.7,0.25,10,8.04999999999999,4.1,0.5,NA,3.75,1.9,1.85,NA,3376,49732,1,1,0,0,2,1,1,1,1,4000,NA,5500,0,29000,0,0
0.5,0.25,10,3,NA,NA,NA,1.75,0.3,NA,NA,949,25136,0,0,1,4,1,1,1,0,0,NA,NA,6000,0,26100,0,0
6.1,2.05,20,2.95,2.4,2.4,NA,5,0.899999999999999,0.18,NA,3205,61000,0,1,0,0,2,1,1,1,1,7000,260,6000,0,0,0,0
5.676,1.54,20,7.3,14.5,2.5,2,3.8,6,0.2,NA,5409,37932,1,0,0,0,2,1,1,1,0,NA,NA,3500,0,37194,0,0
7.83,NA,20,19.83,2,5,2,8.5,6,7.037,0.75,7921,57500,1,1,1,10,4,1,0,1,1,4500,850,2100,150000,0,0,0
5,1.86,20,5.8,NA,2,1,2.8,1,0.2,NA,4418,40000,1,1,1,4,2,1,1,1,1,3500,NA,4000,0,0,0,0
5.138,1,10,4.3,2,2.5,1,2.3,2.8,0.1,NA,3573.5,34035,0,0,0,0,1,1,1,1,1,NA,500,3000,0,23035,0,0
3.5,NA,20,1.5,4,1,NA,2,0.2,NA,NA,1471,26000,0,0,0,0,1,1,1,0,1,NA,NA,3600,15000,0,0,0
1.5,0.3,10,4,NA,NA,0.5,4.4,0.42,0.3,NA,1663,50076,0,0,1,27,2,1,0,0,0,NA,780,1500,0,47181,0,1
2.4,NA,10,1.45,9,1.3,1,0.9,2,NA,NA,1210,13224,0,0,1,2,1,1,1,0,0,NA,200,2900,0,13224,0,0
1.1,NA,20,6.7,NA,0.5,0.95,5.64,0.4,NA,NA,2353,35222,0,0,1,8,2,1,1,1,1,NA,NA,3000,0,11222,0,0
2,NA,NA,NA,NA,NA,0.9,1,NA,NA,NA,462,27735,0,0,1,25,1,1,0,0,0,NA,98,500,40000,27735,0,0
0.85,NA,NA,0.38,NA,NA,NA,2,0.3,NA,NA,561,80000,1,1,1,15,2,1,1,1,1,5000,1000,8000,0,15000,0,0
1.2,0.1,20,4.9,NA,NA,0.4,2.7,NA,0.15,NA,840,16500,0,0,0,0,1,1,1,1,0,NA,120,5000,0,16500,0,0
0.3,NA,NA,1,NA,0.5,NA,3.4,0.8,1.3,NA,1150,53560,1,1,0,0,4,1,1,1,1,5000,220,3000,0,25560,0,0
0.5,NA,NA,3.3,1.5,2,NA,0.9,0.2,0.1,NA,1312,36000,0,1,0,0,3,1,1,0,1,5000,NA,8000,0,0,0,0
0.7,1.25,10,3,NA,0.5,3,3,1.45,NA,NA,1810,25436,0,0,1,4,1,1,1,0,0,NA,120,3500,0,24700,0,0
5.4,1.2,20,6.8,6.2,2,1,3.45,2.8,0.2,1.5,4329,56000,1,1,0,0,2,1,1,1,1,4000,NA,6500,0,13000,0,0
6.976,1.2,20,5.8,9.2,2,1,4.8,2.7,0.2,3.5,5302,30000,0,1,0,0,1,1,1,1,1,3000,NA,6000,0,0,0,0
4.338,1,10,5.7,17.1,2,1,2.75,2.8,0.1,NA,3119,17259,0,0,0,0,1,1,1,1,0,NA,302,3500,0,16521,0,0
6.038,1.2,20,6.4,1.2,2.5,2,5.25,3,0.1,2,4630,47840,0,1,1,4,3,1,1,1,1,2500,NA,6000,0,46364,0,0
2.5,NA,NA,0.3,NA,1.2,NA,0.65,1.64,4.595,NA,1742,40000,0,0,1,6,3,1,1,1,1,NA,2700,3700,246000,6230,0,0
1.3,NA,NA,10.25,NA,1,1,1.1,NA,NA,NA,992,21432,0,0,1,6,1,1,1,1,0,NA,302,4800,0,23507,0,0
8.838,2.676,20,9.4,2,3,3,6.9,7,0.3,4.7,8250,75000,0,1,1,20,5,1,1,1,1,5000,800,4000,100000,0,0,0
11.7,1.5,NA,NA,NA,2,3,13.95,7,0.2,3.5,7543,49689,0,1,1,9,5,1,0,1,1,5000,1000,3500,0,1680,0,0
7.076,1.2,NA,6.8,NA,2.5,2,5.6,6.3,0.1,NA,5023,67000,0,1,1,15,5,1,0,1,1,3000,1000,4000,100000,0,0,0
6.9,1.5,20,6.8,NA,2,2,5,6,0.2,NA,4906,62400,1,1,1,15,3,1,1,1,1,5000,NA,4000,0,0,0,0
2,NA,10,0.5,5,1.6,NA,0.95,NA,NA,NA,1310,55000,1,1,0,0,2,1,1,1,1,1200,150,5600,0,0,0,0
2.25,NA,NA,1.1,1.5,NA,0.8,0.85,0.35,NA,NA,894,54000,1,0,0,0,2,1,1,0,0,NA,350,3000,0,29000,0,0
14.5,NA,20,15.95,5,2,NA,6.3,4.4,0.14,5,6419,119751,1,1,1,12,5,1,1,0,1,15000,2300,6380,109000,36991,0,1
2,NA,10,1,4,NA,NA,2,NA,NA,NA,550,86000,0,1,0,0,4,1,1,1,0,2000,150,3500,0,15600,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25251,0,0,1,6.25,1,1,1,1,0,NA,500,2297,0,25931,0,0
NA,NA,NA,1,NA,NA,1,2.5,NA,NA,NA,320,37000,0,0,0,0,2,1,1,1,0,NA,NA,5000,0,17000,0,0
1.5,NA,10,1.5,3.2,NA,NA,0.55,NA,NA,NA,613,17000,0,0,0,0,1,1,1,1,0,NA,NA,6000,0,17000,0,0
2.1,NA,10,1.3,3.8,2,NA,1.65,1.8,0.05,NA,1350,42200,1,0,0,0,1,1,1,1,1,NA,1100,1600,0,0,0,0
2.1,NA,10,4.2,2.5,3,0.8,0.55,0.6,1,NA,1830,28380,1,1,1,6,1,1,1,1,1,1000,NA,2000,0,12380,0,0
1,2,NA,3.9,NA,NA,NA,2.7,3.96,1.5,NA,2797,125405,1,0,1,5.8,5,1,1,1,1,NA,300,4800,0,44705,0,1
6,0.6,20,5.2,5.5,3.6,NA,0.35,3,0.98,NA,3489,37021,1,1,0,0,2,1,1,1,1,3000,NA,4285,0,27623,6800,1
10,1.5,30,12.8,5,3,NA,15,5,0.67,NA,8304,93000,0,1,0,0,3,1,1,1,1,5000,NA,NA,100000,0,0,0
2.45,NA,15,2,3,0.5,NA,0.55,1,NA,1,2230,63606,1,1,0,0,2,1,1,1,1,7000,NA,8000,0,14456,0,0
NA,NA,NA,0.66,NA,1,NA,0.75,NA,0.19,NA,745,25300,0,0,0,0,1,1,1,1,1,NA,NA,2560,0,25300,0,0
1.3,NA,NA,1.52,6.1,1.8,NA,0.25,1.2,0.1,NA,1607.5,39920,1,0,0,0,1,1,1,1,1,NA,150,3800,0,19736,0,0
1.8,NA,NA,3.84,3.6,1,NA,4.15,1.4,NA,3.5,1760.6,15000,0,0,0,0,1,1,1,0,0,NA,500,3400,0,12266.8,0,0
9,NA,20,4.05,5.3,4,0.8,4.13,3.7,0.12,2,5010,42800,0,0,1,9,3,1,1,1,1,NA,1590,2190,0,0,0,0
3.6,NA,20,2,3,2,0.7,5.7,2.29,0.07,0.7,2511,18112,1,0,0,0,1,1,1,1,1,NA,230,3000,0,17893,0,0
6.74,1.6,20,5.44,6.3,2.6,0.9,7.1,3.8,0.13,3,7729,117732,1,0,0,0,3,1,1,1,1,NA,2300,3298,0,45284,0,0
4.989,1.2,20,6.54,6.6,1.2,2,5.5,5.6,0.1,NA,4208,355660,0,0,0,0,3,1,1,1,1,NA,1500,3986,1600900,5600,0,0
NA,NA,NA,NA,NA,NA,NA,4.5,0.85,NA,NA,805,71500,1,0,0,0,3,1,1,0,1,NA,NA,6500,0,0,0,0
2.6,NA,20,1.2,2.33,1,NA,4.75,1.8,NA,NA,1566,39120,1,0,0,0,2,1,1,0,0,NA,46,3918,0,38624,0,1
5.9,2.1,10,2.02,8.62999999999999,4.5,1,1.9,0.4,0.06,NA,3927,81350,1,1,0,0,3,1,1,0,1,4800,NA,4120,0,52720,0,0
2.7,0.5,NA,1.75,4.3,5,1,1.3,2.45,2,NA,2937,47367,1,0,0,0,2,1,1,1,1,NA,6000,2986,0,43089,0,1
1.7,0.25,10,2,1,0.6,0.7,4.55,1,0.13,3,1964,26000,0,0,0,0,1,1,1,0,0,NA,NA,NA,0,0,0,0
4.4,NA,10,1.3,3.6,4,0.7,6.56999999999999,2,0.12,1,4021,67522,1,1,1,12,3,1,1,1,1,3600,NA,3960,0,37026,0,0
1.6,NA,NA,2.5,NA,1,NA,0.5,0.6,NA,NA,840,16000,0,0,0,0,1,1,1,0,0,NA,NA,3500,0,16000,0,0
2.5,NA,20,0.5,2,1,NA,1.3,1.35,NA,NA,985,62000,0,1,0,0,3,1,1,1,1,1000,NA,6000,0,17000,0,0
1.5,NA,NA,1.9,NA,2,0.8,0.899999999999999,1,1.595,NA,1730,85500,1,1,1,5.5,2,1,1,1,0,NA,NA,3500,0,55500,0,0
2.5,NA,NA,2,NA,2,1.6,0.6,2,1.56,NA,1530,75000,1,1,1,6,5,1,1,1,1,600,250,5000,0,0,0,0
0.5,NA,10,1.4,1,1.5,NA,0.85,0.8,NA,NA,813,28200,0,0,0,0,1,1,1,0,0,NA,NA,2300,0,29400,0,0
3.6,NA,NA,0.3,3.5,1,NA,1.65,NA,1.6,2,1770,29200,0,0,0,0,2,1,1,0,0,NA,500,3000,0,11200,0,0
2.5,NA,10,0.5,4,2,NA,0.25,0.5,NA,NA,854,22500,0,0,0,0,1,1,1,0,1,NA,200,2500,0,0,0,0
16.4,NA,NA,10,NA,3.5,0.8,14.25,6.7,0.2,NA,10209,45600,1,1,1,24,6,1,1,1,1,3000,300,4500,0,5600,0,0
0.35,NA,NA,0.2,3,NA,NA,0.45,1.4,NA,NA,398,13000,0,0,0,0,1,1,1,1,1,NA,NA,2500,0,0,0,0
3.5,NA,20,3.2,2,NA,1,2.5,2,0.04,NA,2325,19200,0,0,0,0,2,1,1,1,0,NA,NA,3000,0,19200,0,0
9,NA,20,6,3,NA,NA,7,6,0.06,NA,6320,68000,1,1,1,8,3,1,1,1,0,1500,600,6000,0,43000,0,1
2.3,1,30,2,14,2,NA,2,6.2,0.5,3,3210,101000,1,1,1,22,4,1,1,1,1,5000,500,5000,300000,0,0,0
2.05,NA,NA,1.6,2,NA,NA,0.45,0.35,NA,NA,706,20000,1,0,0,0,1,1,1,0,0,NA,NA,NA,0,20000,0,1
2.2,NA,NA,2,NA,1,NA,0.55,0.3,NA,NA,757,17000,0,0,1,8,1,1,1,1,0,NA,NA,4500,0,17000,0,0
1,NA,NA,1.5,NA,NA,0.8,2.4,2,NA,NA,716,57000,0,0,1,9,2,1,1,1,0,NA,NA,NA,0,42400,0,0
1.5,NA,NA,1.6,NA,2,NA,NA,1.5,1.05,NA,1085,23000,0,0,0,0,1,1,1,1,1,NA,200,2600,0,0,0,0
3.95,NA,NA,1,6.8,1,NA,1.05,0.5,0.095,2,1650,87800,1,0,0,0,3,1,1,1,1,NA,300,4000,0,12800,0,0
3.5,NA,NA,4,46,15.5,NA,0.55,0.5,0.2,1,2990,70000,1,1,0,0,3,1,1,1,1,NA,150,4000,0,0,0,0
7.8,NA,30,2,21,NA,1,1.5,5,0.5,NA,3324,109600,1,1,1,6,3,1,1,1,1,2000,2000,10000,150000,19600,0,0
NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,130,84000,0,1,0,0,2,1,1,0,1,2000,NA,4000,0,18000,0,0
1.8,NA,10,2.3,NA,1,NA,2,1.7,NA,2,1367,40000,0,0,0,0,2,1,1,1,1,NA,1000,2000,0,0,0,0
2.3,NA,NA,1.4,NA,1.5,NA,0.6,NA,NA,NA,710,41600,0,1,0,0,3,1,1,1,0,NA,NA,3500,0,42850,0,1
1,NA,10,2.5,5,NA,1,1,1.2,NA,NA,835,18000,0,0,0,0,1,1,1,1,0,NA,NA,5000,0,18000,0,0
4.8,NA,30,6.5,9,NA,NA,4,3,NA,2,5200,140000,1,1,0,0,7,1,1,1,0,1500,NA,8000,0,10000,0,0
1.5,NA,10,0.45,2,10,NA,1.2,0.2,NA,NA,607,42600,1,1,1,8.8,2,1,1,1,1,NA,200,2248,0,39600,0,1
2.6,0.25,30,5.08,4.47,4.8,2,3.8,4.1,0.12,NA,4251,101120,1,1,0,0,5,1,1,1,1,3600,NA,6250,0,0,5000,0
2.18,NA,NA,9.6,2,1.7,NA,2.3,0.5,2,NA,2641,85000,1,1,0,0,3,1,1,1,1,2000,2300,4000,840000,18500,0,0
3.8,2,10,1.2,5,NA,NA,0.55,NA,NA,NA,1642,52000,1,1,0,0,2,1,1,0,1,1500,NA,2500,0,52000,0,0
0.4,NA,10,NA,NA,NA,NA,0.35,1,NA,1,451,20000,0,0,0,0,1,1,1,1,1,NA,150,2000,0,0,0,0
6.7,0.5,20,5.15,12.2,3.6,1.4,6.45,3.43,0.12,2,5808,169300,1,1,0,0,3,1,1,1,1,4000,NA,2963,560000,0,0,0
5,NA,20,2.32,5.9,1.9,NA,3.79,1.2,0.15,9,5121,88660,1,0,0,0,2,1,1,0,1,NA,2300,3240,650000,7860,0,0
7,NA,20,6.61,4.1,3,2,9.2,3.09,0.12,2,4894,80275,1,1,1,4,5,1,1,1,1,3600,2300,4296,0,19694,0,0
4.1,NA,20,4.8,4,2.3,2,4.35,1.6,0.06,NA,3524,138069,1,1,1,8,2,1,1,1,1,4000,NA,4960,0,18069,0,0
3,NA,NA,1.5,1,NA,NA,0.9,NA,NA,NA,1111,17100,1,0,0,0,1,1,1,1,1,NA,350,4700,0,17100,0,0
2.3,1,NA,3,0.2,1,NA,6.5,0.5,0.1,NA,1735,61100,0,1,0,0,2,1,1,1,1,NA,200,4000,0,14100,0,1
1.4,NA,10,0.5,2,NA,NA,0.7,0.6,NA,NA,652,62000,0,0,0,0,3,1,1,0,1,NA,1000,3500,500000,12000,0,0
NA,NA,NA,2.35,2,1.5,NA,0.25,0.39,NA,NA,592,21000,0,0,0,0,1,1,1,0,1,NA,250,2300,0,0,0,0
0.5,NA,10,1.7,1.5,2,NA,0.8,0.59,NA,NA,659,22800,0,0,0,0,1,1,1,1,1,NA,180,2200,0,0,0,0
2.9,NA,NA,NA,3,1.5,NA,1.55,1,1,NA,1090,25000,0,0,0,0,1,1,1,0,1,NA,150,3000,0,0,0,0
3.35,NA,10,1.25,4,1.5,0.8,1.45,1.8,1.05,NA,1795,39095,1,0,0,0,2,1,1,1,0,NA,250,14000,0,5095,0,0
1.8,NA,NA,0.4,8,NA,NA,0.75,1.4,NA,NA,591,65000,1,0,0,0,2,1,1,0,0,NA,NA,3500,60000,46700,0,1
4,NA,20,3.7,NA,2.8,NA,2.4,4.6,0.12,NA,3400,31300,1,1,0,0,1,1,1,0,1,8000,NA,4986,986360,0,0,0
2.6,NA,NA,2.2,5,4.8,NA,1,0.8,1.15,1.5,2078,90000,1,1,0,0,3,1,1,1,1,3000,NA,2800,0,5095,0,0
6.5,0.5,10,4,21,2.8,NA,3,2.8,2.2,NA,4695,55000,1,1,0,0,3,1,1,1,1,NA,300,5000,0,0,0,0
1.9,NA,NA,2.52,7.47,3.8,NA,1.6,0.8,0.29,NA,2514,82100,1,0,0,0,2,1,1,0,1,NA,3900,4182,90000,47100,0,0
1.16,NA,10,2,4,2,NA,2.3,2.4,0.04,NA,1546,10000,0,0,0,0,1,1,1,0,0,NA,460,3980,0,0,0,0
9,NA,20,5.16,12,4,NA,5,3.4,0.15,4,5782,38000,1,1,0,0,4,1,1,1,1,6000,230,3920,730000,0,0,0
2.4,NA,NA,1.7,3.1,NA,NA,0.75,0.3,1,NA,996,60000,0,1,0,0,3,1,1,1,0,1000,NA,12500,0,0,0,0
5,NA,20,3.5,13.4,3,2,5.8,1.9,0.14,NA,4043,25454,1,0,0,0,2,1,1,1,0,NA,950,2836,0,24860,0,0
2.3,NA,NA,1.2,NA,1,NA,0.35,0.4,NA,NA,886,63400,1,1,0,0,2,1,1,0,0,NA,NA,2800,0,63400,0,0
1.8,NA,NA,NA,NA,NA,NA,0.75,1,0.05,1.5,519,12000,0,0,0,0,1,1,1,1,1,NA,NA,NA,3000,0,0,0
2,0.5,NA,NA,NA,NA,NA,0.6,1,0.1,1.5,1203,20000,0,0,0,0,1,1,1,0,1,NA,150,2800,0,0,0,0
2.2,NA,NA,1.5,NA,NA,NA,0.4,1,NA,NA,691,30000,0,0,1,7,1,1,1,0,0,NA,150,6000,0,12000,0,0
1.6,NA,10,0.4,2,NA,NA,0.5,0.45,NA,NA,713,17000,0,0,0,0,1,1,1,1,1,NA,200,2300,0,0,0,0
