"","meat","fish","eggs","milk","vegetables","fruits_and_berries","cereals","flour","sweets","softdrinks","alcodrinks","sum_rub_buy","income","diplom","car","plot_bi","plot_size","famsize","water","sanitation","fridge","internet","pfuel","ptransp","phome","debt","govsubs","nongovsubs","inval"
"1796",7,0,30,6.53,3.35,1.5,1,8,2.35,2.145,0,4807,77200,1,1,0,0,4,1,0,1,1,4500,200,3700,1100000,11200,0,0
"1797",4.4,0,10,5.8,5,2,0,4,1.5,0,0,3095,41000,1,0,0,0,3,1,1,0,1,0,1000,4400,0,0,0,0
"1798",4,0.3,30,3,9.5,1.5,1.6,2.8,3,1.8,0,3150,120900,0,1,0,0,2,1,1,1,0,6000,0,3700,0,23200,0,0
"1799",1,0,10,3.4,2,0,1,3,0,0,0,931,19800,0,0,1,10,1,1,0,0,0,0,0,2000,0,19800,0,1
"1800",1,1,0,0,4,0,0,5.5,0,0,0,675,18000,0,0,0,0,2,1,1,0,0,0,0,2000,5000,0,0,0
"1801",1.2,0,10,2,3,0,0,4,0,0,0,854,14300,0,0,1,2,1,1,0,1,0,0,0,2800,0,14300,0,0
"1802",2,0,20,6,4,0,0,6.5,0.3,0,0,1304,36200,1,0,0,0,3,1,1,1,1,0,0,4000,0,16200,0,0
"1803",15.5,1,50,10.6,5.9,4,0,11,11,1.99,0,10928,233000,1,1,0,0,11,1,0,1,1,7000,850,5000,0,28000,0,0
"1804",2,0,20,2.3,19.3,2,0,2.5,1.3,2.1,1.5,2238,78000,1,1,0,0,3,1,0,1,1,4000,0,2300,210000,0,0,0
"1805",2.42,0.3,20,1.43,0,1.5,0.9,3.6,2.66,0.095,1.3,2054,13996,0,0,0,0,3,1,0,0,1,0,700,1300,2000,13996,0,0
"1806",14.5,0,0,4,22,4,0,0,0.5,0,0,6000,59900,0,1,0,0,3,1,0,1,1,9000,0,7000,0,21400,0,0
"1807",10,0,30,8.51499999999999,15,3,0,5.9,2.7,0.195,0,5587,84000,1,1,0,0,6,1,1,1,1,8000,400,4000,30000,0,0,0
"1808",11,2,60,10,13,5,1,9.4,7,5.195,4.5,12448,193000,1,1,0,0,9,1,1,1,1,8000,600,4600,100000,31000,0,0
"1809",4,1,10,2.715,3,1,1,1.95,1.9,2.05,0,3390,35000,0,1,0,0,1,1,0,1,1,2400,0,4000,24000,0,0,0
"1810",6.3,0,20,8,7,3,0,7,2,0,0,3810,122300,1,1,1,6,7,1,0,1,1,5000,0,4000,0,14300,0,0
"1811",2.2,2,0,5,0,0,0,6,0.8,0,0,2175,55500,0,0,1,6,3,1,0,1,0,0,0,3800,0,55500,0,1
"1812",3.3,2,0,0,0,3,0,8,0.3,0,0,2564,48400,1,1,1,7,4,1,0,1,1,5000,0,3900,0,0,0,0
"1813",5,2.185,20,6.875,3,2,2,3.95,3,1.145,0,5963,71000,1,1,0,0,4,1,0,1,1,4500,400,4000,0,0,0,0
"1814",3,0,20,2,0,0,0.8,3.95,1.5,1.095,0,1818,21000,0,0,1,23,1,1,0,1,0,0,500,2000,3000,0,0,0
"1815",13,0,30,4,20,9,2,11,0.5,1.5,6,6957,142660,0,0,0,0,4,1,1,1,1,0,0,2000,0,52660,0,0
"1816",3.5,2,0,0,0,0,0,12,2,0,0,3070,99000,1,1,1,21,6,1,1,0,1,3000,0,4000,860000,40000,0,0
"1817",3.5,0,0,5,24.5,1,2,9.3,0.5,0,1.5,2280,49600,0,0,0,0,3,1,0,1,1,0,250,800,2000,9800,0,0
"1818",2.2,0,0,1.5,0,0,0,7,1,0,0,1270,48800,1,1,1,40,2,1,0,1,1,6000,0,0,0,48800,0,0
"1819",3,2,0,1.8,0,0,0,7,5,0,0,2699,42000,0,0,1,1,2,0,0,1,0,5000,0,0,0,42000,0,1
"1820",1.5,1,0,3.45,0,2,1,3,0.45,1.145,0,2070,21200,0,0,0,0,1,1,0,1,0,0,800,2000,0,11200,0,0
"1821",5,3,50,3,0.5,4,0,8,6.2,0,0,6340,114000,1,1,1,4,5,1,0,1,1,3000,0,2300,0,0,0,0
"1822",3,0,40,0,3,3.5,0,5,6.5,0,0,3115,37000,0,0,1,25,3,1,0,1,1,0,0,6500,0,0,0,0
"1823",7.5,0,0,13.5,0,0,0,16,0.5,0.1,0,5120,103600,0,1,1,10,8,1,0,0,1,5000,0,2900,0,10600,0,0
"1824",2,0,10,6,0,0,0,7,1,0,0,1097,35350,0,0,0,0,2,1,1,1,0,0,0,3000,0,23350,0,0
"1825",2.2,0,20,8,5,2,0,7,2.3,0.1,0,2907,78800,0,1,1,5,5,1,0,1,1,3200,0,2400,0,33800,0,0
"1826",5,2,20,13,3,3,2,18,8,0.1,0,5460,161300,1,1,1,3,7,1,0,1,1,4000,0,3800,0,74300,0,0
"1827",3.4,0,0,4.2,36,2,0,3.2,1,1.6,0,2233,27100,1,0,1,33,2,1,0,1,0,0,250,3200,0,24900,0,0
"1828",0.8,2,0,2,4,0,0,2,3,1.5,0,1834,68309,0,1,1,6,2,1,0,1,0,1500,0,3800,0,64805,0,0
"1829",2,1.75,0,7,0,0,1,4.5,3,0.7,0,3318,158890,0,1,1,30,7,1,0,1,1,6000,0,6000,180000,53990,0,0
"1830",0.5,0,0,3.3,0,0,0,0,0,0.2,0,950,56700,0,1,1,25,2,1,0,1,0,3000,0,1500,0,33400,0,1
"1831",1,2,30,6.34,0,0,1,7.5,3,0,0,3075,47300,0,1,1,50,2,1,0,1,0,2500,0,3700,0,47300,0,0
"1832",4,0,10,4,0,0,1,4,3.5,0,0,2338,22800,0,0,1,7,1,1,0,1,0,0,500,2100,0,22800,0,0
"1833",2.5,0.3,0,1,4.5,0,0,1.4,6,4,0,2287,70000,0,1,1,4,3,1,0,1,1,4000,9000,2000,270000,10000,0,0
"1834",1.8,0.3,10,2.2,3.7,0,0,1,0.5,6.1,0,1027,34020,0,0,0,0,1,1,0,1,0,0,0,993,0,34757,0,0
"1835",4.6,0,0,5.4,8,0,0,1.5,2.3,6.2,0,4277,23480,0,1,1,35,1,1,0,1,0,1500,0,1800,0,23480,0,0
"1836",0,0,0,5,3,0,0,0.5,1,0.3,0,866,23800,0,0,0,0,1,1,0,1,0,0,0,2500,100000,23800,0,0
"1837",6.7,2,10,5.5,0,2,1,8,2.2,0.2,0,4446,142070,1,1,1,11,5,1,0,1,1,4000,800,5000,0,44850,0,1
"1838",7,1,30,4.68,25,5,2,5,3,2.1,0,5259,98000,0,0,0,0,4,1,0,1,1,0,1000,3200,35000,38000,0,0
"1839",2,1,0,4.4,10,10,1,4.5,5,0,0,3693,40000,0,1,0,0,2,1,0,1,1,4500,250,3000,0,0,0,0
"1840",2.1,0,30,2.65,0,0,0,5.6,1,0.075,5,3844,212000,1,1,1,30,4,1,0,0,1,5000,0,4000,0,0,0,0
"1841",5,0,10,3.2,9,0,1,4.5,1.5,0,0,2517,41000,0,0,0,0,2,1,0,1,0,0,500,3800,3000,21000,0,0
"1842",7,0,30,10.5,0,0,2,19,3,0.1,0,4390,163600,1,1,1,7,12,1,0,1,1,8000,0,3500,0,84600,0,1
"1843",4.5,0,10,4.95,2,2,2,6,1.3,0.1,0,3134,115000,1,1,1,6,5,1,0,1,0,6000,0,3500,400000,10000,0,0
"1844",6.5,0,30,13.5,5,2,2,12,3,0,2,5070,174000,0,1,1,3,10,1,0,1,1,5000,600,4500,0,45000,0,0
"1845",4.5,2,30,4.875,5,5,0,5,2,2.145,0,3925,67000,1,1,1,11,4,1,0,1,1,7000,0,3500,10000,0,0,0
"1846",3.3,1,0,9.7,2,1,1,3.97,3.5,1.77,0,4040,68500,0,1,1,10,3,1,0,1,1,4500,0,4000,35000,58500,0,1
"1847",6,1.185,30,4.5,1,1,1,3.97,1.5,2.05,3,5041,67000,0,1,1,50,4,1,0,1,1,8600,400,4200,0,0,0,0
"1848",0,0,0,0,0,0,0,1.5,0,0,0,90,45000,0,1,1,20,2,1,0,1,0,2000,0,3000,0,45000,0,0
"1849",6,0,0,7,7.7,0.5,3,8.3,3.4,1.8,6,5555,112238,1,1,0,0,8,1,0,1,1,5000,0,5000,300000,54238,0,0
"1850",5,0,20,10,6,2,2,13,1.3,0,0,4060,137700,1,1,1,15,8,1,0,1,1,6000,0,3000,300000,38700,0,0
"1851",5,0,20,8,11,0,0,12,3.5,0,0,2840,108400,0,1,0,0,8,1,1,1,1,3000,0,4000,232000,48400,0,0
"1852",5.6,3,20,13,0,2,0,17,7,0,0,4860,159700,0,1,1,15,10,1,0,0,1,4000,0,3800,0,66700,0,0
"1853",3.3,0,10,2.5,4,2,1,4,0.8,0,0,1710,50800,1,1,1,4,2,1,1,1,0,2000,0,2800,0,50800,0,0
"1854",1,2,30,7.5,0,3,0,13.4,7,0,0,6015,121900,0,1,1,27,6,1,0,1,1,2500,600,3800,50000,15000,0,0
"1855",3,0,0,2,0,3,0,13.4,1,0,0,2170,64800,0,1,1,15,5,1,0,1,1,2600,0,4200,0,14800,0,0
"1856",2.35,0,10,4.56,5,1,0.45,4,1.15,1.295,0,2235,23500,0,0,0,0,1,1,0,1,1,0,800,3000,0,23500,0,0
"1857",4.5,0,10,5.2,15,3,0,1.4,0.5,1.05,0,3278,84000,1,0,0,0,1,1,1,1,1,0,1000,1800,0,26000,0,0
"1858",3.5,0,10,3,0,0,0,0.5,0.8,0,0,2209,12750,0,0,1,3,1,0,0,0,1,0,300,2000,0,12750,0,1
"1859",0.8,0,0,2,0,0,0,1.1,0,0.075,0,597,22000,0,0,1,3.5,1,0,0,1,0,0,920,2000,0,0,0,0
"1860",12.3,0.6,0,2.7,0,0,0,6.6,0,0,0,2716,78300,1,1,1,14,3,1,0,0,1,2060,2000,7000,100000,30300,6000,1
"1861",8,0,10,3.5,37,5,0,2.1,2,0,0,4414,80000,1,0,0,0,2,1,1,1,1,18000,0,6000,0,0,0,0
"1862",1,0,10,1,0,1,0,1.7,0.5,0,0,524,20284,0,0,0,0,1,1,1,0,0,0,600,5000,0,10284,0,0
"1863",1.5,0,10,1,0,1,0,2.7,0,0,0,920,28250,0,0,1,6,2,1,1,0,1,0,800,3000,0,28250,0,1
"1864",1.5,0,0,2,0,1,0,3.5,0.3,1,0,698,93500,1,0,0,0,3,1,1,0,1,0,600,9200,0,93500,0,1
"1865",1.3,0,0,3.4,0,6.7,0,1.2,1.3,0,0,1231,120000,1,1,1,30,3,1,1,1,0,2000,1000,7000,0,50000,0,0
"1866",0.4,0,0,3,0,0.8,0,0,0,0,0,332,19290,0,0,0,0,1,1,1,0,1,0,0,2330,0,18694,0,0
"1867",1.9,0,20,0,0.3,0,0,2.3,0,0,0.5,1270,38570.2,0,0,0,0,2,1,1,1,1,0,3000,3000,0,8570.2,0,1
"1869",3,0,10,1,1,1,0,0.6,0,0,0,1253,54500,0,0,1,6,2,1,1,1,0,0,800,3500,0,24500,0,0
"1870",5.5,1,20,1.3,4.3,1.8,2,2.5,1,3.1,1,4014,101300,1,0,1,6,2,1,1,1,1,0,2500,7350,0,31300,0,1
"1871",2,3,0,4.63,0,0,0,0.9,0,0,0,1969,140095,1,1,1,30,2,1,1,1,1,15000,1300,4270,0,12500,50000,0
"1872",0.9,0,0,2.3,0.8,3,0,0.95,0.5,0.2,0,1457,38500,1,0,0,0,1,1,1,0,1,0,700,4500,0,17500,0,0
"1873",2.2,0,10,2.3,3.9,0,0.8,4.4,1.2,0.24,0,1872,59100,0,0,0,0,3,1,1,1,1,0,1000,8000,0,22100,0,0
"1874",3.5,0,10,7.5,3,1,0,4.6,0.5,0,0,1890,90000,1,1,0,0,4,1,1,1,1,5000,600,3500,0,0,20000,0
"1875",4.8,1.35,10,3.65,4.8,0.8,3.6,4,1.8,0.28,0,2720,18595,0,1,0,0,1,1,1,0,0,1000,0,3500,0,18000,0,0
"1876",2.5,0,10,1,1,0,0,1.2,0.3,0,0,922,58000,1,1,0,0,2,1,1,1,1,4000,600,6500,0,0,0,0
"1877",1.5,0,10,3,0,0,0,2.4,0,0,0,951,62600,0,0,1,6.3,2,1,1,1,1,0,1600,6000,0,48600,0,0
"1878",1.3,0,10,1,0.5,1,0,2.1,0,0,0,535,68000,0,0,1,8,2,1,1,1,1,0,900,6000,0,53000,0,0
"1879",1.5,0,0,1,0,1,0,1.3,1,0,1,768,29700,0,1,1,6,2,1,1,1,0,4000,0,3500,0,29700,0,0
"1880",3,0,0,2.4,3,2,0.9,2,1,0.1,0,1804,34923,0,0,0,0,1,1,1,1,0,0,0,4500,0,34400,0,0
"1881",9,0,10,5.4,0,5,1.8,5.95,1.5,2,0,4720,69000,1,1,1,6,5,1,1,0,1,5000,600,6200,0,42400,0,0
"1882",5,0,0,2,0,4.5,0.8,1.6,1,2,0,2825,82400,1,1,1,15,2,1,1,0,1,3000,0,4000,0,25400,0,0
"1883",4,0,10,7.7,4.5,2,0,3.3,1.6,0,3,2409.9,58000,1,1,0,0,2,1,1,0,1,5000,250,3600,0,0,0,0
"1884",3,1.5,20,2,2,0.1,0,0.95,1,1,0,1760,17000,1,0,0,0,2,1,1,0,1,1000,300,0,0,12000,0,1
"1885",0.5,0,0,1,0,0,0,0.35,0.3,2,0.5,564,31500,1,0,0,0,2,1,1,0,1,0,1008,2500,0,0,0,0
"1886",2,0,0,2,0,1.5,0,2.3,0.5,0,0,1179,75000,0,1,0,0,4,1,1,1,1,6000,1800,7000,0,0,0,0
"1887",4.8,0,10,2,0,0,0,3.4,2,0.2,0,2386,68790,0,1,0,0,2,1,1,1,1,3000,0,7000,200000,22790,0,0
"1888",0,0,0,3,0,0,0,1.6,0.5,0,0,363,19200,0,0,0,0,1,1,1,0,1,0,1000,0,0,0,0,0
"1889",1,0,0,0.3,0,0,0,0.6,0.5,0.1,0,514,11691,1,0,0,0,1,1,1,1,0,0,0,3500,0,11691,0,0
"1890",2.2,0,10,1.6,0,0,0.9,2.1,0,0.1,0,1360,53923,0,0,0,0,2,1,1,1,0,0,1000,4200,0,27400,0,0
"1891",1,0,0,1,0.8,1,0,0.6,0.3,0,0,674,42000,1,0,0,0,1,1,1,1,1,0,1000,3200,0,0,0,0
"1892",3.5,1,10,3.8,7.6,0,1.8,4.6,1.9,0.9,0,3041,39000,0,0,0,0,2,1,1,1,0,0,0,3600,0,39000,0,0
"1893",2,0,0,1,0,1,0,2.1,0,0,0,618,13107,1,0,0,0,1,1,1,0,0,0,200,3000,0,13107,0,1
"1894",4,0,10,8.1,13.3,1,0,1.1,1.5,0.2,0,3066,30050,0,0,0,0,2,1,1,1,0,0,0,4000,0,28500,0,0
"1895",1.7,1.2,10,2.5,2.5,2,0,0.7,1,0,0,1307,23800,0,0,0,0,1,1,1,1,1,0,0,5500,0,21500,0,1
"1896",2,0,0,2.5,0,2,0,0.5,0,0,0,1094,19397,1,0,0,0,1,1,1,1,1,0,160,5000,0,18800,0,0
"1897",0,0,10,8.4,1,0,0,0.6,0,0.1,0,978,27000,1,0,0,0,1,1,1,1,0,0,0,2500,0,27000,0,0
"1898",3,0,0,3.4,16,2,0,5,0.8,0.1,0,2522,50000,1,1,0,0,4,1,1,1,1,2000,0,18000,0,0,0,0
"1899",2.5,0,10,1,1,0,0,1.25,0.5,1.1,0,1434,15870,0,0,1,6,1,1,1,0,1,0,200,4000,0,15870,0,0
"1900",2,0,0,2,10,2,0,1.4,0.5,0.1,0,1275,30022,0,0,0,0,2,1,1,0,1,0,500,5000,0,25022,0,0
"1901",2.5,1.3,10,6.9,10.5,1,0.9,5.1,1.6,0.1,0,2860,51000,1,1,0,0,4,1,1,1,1,3000,0,7000,0,21000,0,0
"1902",3.3,0,10,5,2,2,0,0.2,1,0,0,1596,32060,0,0,1,7,1,1,1,1,0,0,560,2500,0,31500,0,0
"1903",1.2,3,10,2,1.5,1,1,2.3,2,2.2,0,1990,61000,1,1,0,0,4,1,1,1,1,3000,1000,3500,0,0,0,0
"1904",3.45,2.5,0,8.79999999999999,3.7,1,0.7,1.9,0.5,0.05,1.5,2841,37000,0,0,0,0,1,1,1,0,0,0,0,4800,0,22000,0,0
"1905",3,0,0,5.4,0.5,1,0,5.5,1,0,0,1634,67500,0,0,0,0,5,1,1,1,1,0,1300,8500,0,17000,0,0
"1906",1.8,0,20,1.4,4.8,0,0,1.2,0,1.1,1.5,1320,42000,1,0,0,0,2,1,1,1,1,0,5000,5500,4535000,0,0,0
"1907",6,0,10,6,37,4.2,0.9,4.6,2.8,0.1,0,4944,79300,0,0,0,0,5,1,1,1,1,0,3800,7000,40000,12600,0,1
"1908",2,0,10,0.5,0,0,0.8,1.25,0.5,1,0,1075,24826,1,0,0,0,1,1,1,0,1,0,700,4000,0,24826,0,0
"1909",7,3,10,3.3,13,7,0.8,4.8,2,2,0,5042,77500,0,1,0,0,5,1,1,1,1,5000,1500,3450,0,2500,0,0
"1910",0.6,0,0,1.1,0,0,0,1.4,1.4,0.095,0.9,956.4,51000,1,1,0,0,4,1,1,0,1,3000,0,3200,0,0,0,0
"1911",0.8,0,0,1,0,0,0,2.5,0.5,0,0,543,26800,0,0,0,0,1,1,1,0,1,0,0,700,0,0,0,0
"1912",4.5,0,0,0,0,0,0,1.5,0.5,3.15,0,1950,24000,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
"1913",0,0,0,1.5,0.4,0.3,0,0,0.4,0,0,230,17000,0,0,0,0,1,1,1,0,1,0,500,0,0,0,0,0
"1914",1,0,10,2.4,6.5,1,0.9,1.35,0,0.2,0,1084,14000,0,1,0,0,1,1,1,1,0,0,230,5200,0,14000,0,0
"1915",1.8,0,0,0,6,0,0,2,0,0,0,420,22100,0,0,0,0,1,1,1,0,0,0,0,2900,0,22100,0,1
"1916",2.5,0,10,5.1,5,2,0.9,0.899999999999999,2,0.1,0,1994,36523,1,0,0,0,1,1,1,1,0,0,0,6000,0,36000,0,0
"1917",2,0,10,1.4,3,0,0.8,3.1,0,0,0,536,27983,0,0,0,0,1,1,1,0,0,0,2000,5000,0,27460,0,0
"1918",1.5,0,10,1.9,7,1,0,0.9,0.3,0,0,830,22323,0,0,0,0,1,1,1,1,1,0,200,5500,0,11800,0,0
"1919",1.7,1,10,2.7,0,1,0,2.6,0.8,0.2,0,2031,40000,0,0,0,0,2,1,1,1,1,0,2000,4800,0,0,0,0
"1920",6,1,10,2.4,2,0,0,4.2,1,0.1,0,3854,45000,1,1,0,0,4,1,1,1,1,5000,600,7000,0,100,15000,0
"1921",3.5,0,10,8.2,5.3,2,0,2.1,1,0.2,0,2441,66850,0,0,0,0,2,1,1,1,0,0,300,6000,0,65100,0,0
"1922",3,1,10,5.85,10.3,3,0.7,5,3,0,0,3026,30000,0,0,0,0,4,1,1,1,1,0,1000,6200,0,0,0,0
"1923",6.4,0,0,3.5,7.25,1,0,2.1,0,0,0,2974,53288,1,0,0,0,3,1,1,1,1,0,200,3000,1321674,20780,508,0
"1924",2.6,0,0,3,12,1,0,3.7,2,0,0,1656,78000,0,1,0,0,4,1,1,1,1,5000,600,5000,0,0,0,0
"1925",1.5,0,0,4.8,0,0,0,2.6,1,0,0,1126,65000,0,1,0,0,3,1,1,1,1,8000,0,5000,2800000,0,0,0
"1926",1,0,0,3,5,1,0,1.8,0.5,0,1,629,45000,0,0,0,0,6,1,1,0,0,0,500,0,0,45000,0,0
"1927",0,0,0,2,0,3,0,1.5,0.3,0,0,620,33500,0,0,0,0,1,1,1,0,1,0,100,0,0,22500,0,0
"1928",1.6,0,0,1.4,1,2,0,0.9,0.4,0,4,1035,20000,0,0,0,0,1,1,1,1,1,0,1200,8000,0,0,0,0
"1929",0,0,0,2,0,1,0,0.2,0,1,0,470,8300,0,0,0,0,1,1,1,0,1,0,0,425,0,0,0,0
"1930",0,0,0,0,0,0,0.8,0.5,0.4,0.15,0,670,17500,0,0,0,0,1,1,1,0,1,0,800,0,0,10000,0,0
"1931",0,0,0,0,1,1,0,0.4,0.7,1.1,0,459,21782,0,0,0,0,1,1,1,0,0,0,800,0,0,0,0,0
"1932",0.4,0,0,0,0,0.5,0,0,1.98,0,0,900,17760,0,0,0,0,1,1,1,0,1,0,0,850,0,0,0,0
"1933",2,1,0,0,1.5,0,0,0.4,1,0,0,1880,40000,0,0,0,0,2,1,1,0,1,0,1500,14000,0,0,0,0
"1934",0,0,0,0,1,0,0,1,0,1,0,58,23800,0,0,0,0,1,1,1,0,1,0,800,0,0,0,0,0
"1935",0.5,0,0,2,0,1,0,1,0.3,2,0,480,16000,0,0,0,0,1,1,1,0,1,0,500,700,0,0,0,0
"1936",0,0,0,2,0,0,0,1,1,0,0,400,12500,0,0,0,0,1,1,1,0,1,0,1000,700,0,0,0,0
"1937",0,0,0,2,0,0,0,1,0.6,10,0,625,20000,0,0,0,0,1,1,1,0,1,0,3000,0,0,0,0,0
"1938",1.5,0,0,1.4,0,0,1,0,0,0,0,360,32000,1,0,0,0,2,1,1,0,1,0,500,700,0,0,0,0
"1939",4.5,0,10,15.08,0,0,0,0,1.65,0.24,0,3191,56719,0,0,0,0,4,1,1,0,1,0,0,5500,0,55012,0,0
"1940",0,1,0,1.15,0,0,1,1.3,0,0,0,525,16500,0,0,0,0,1,1,1,0,0,0,0,4000,0,16500,0,1
"1941",2,1.5,10,14,8.5,5.5,1,6,1.5,0,0,6365,236000,1,1,1,6,4,1,1,1,1,6000,0,6500,0,0,0,0
"1942",8.4,4.2,0,18.6,8.2,4.2,0.9,6.8,11.5,0.2,0.5,7833,85000,0,1,1,15,8,0,0,1,0,4000,0,5000,0,35000,0,1
"1943",2.5,0.5,10,0.5,13,0,0.8,1.4,3,0,1,2040,34000,0,0,0,0,1,1,1,1,0,0,0,3000,0,14000,0,0
"1944",2.1,0,0,2.7,6.8,1.2,0,0.7,3.4,0,0,1407,16000,0,0,0,0,1,1,1,0,0,0,0,3500,0,16000,0,0
"1945",2.5,0,10,0.3,4,1,0,1.4,1,0,0,1340,80000,1,0,0,0,2,1,1,0,1,0,2000,4000,0,0,0,0
"1946",7,2,20,3.9,108,0,0,6.5,0,0,7,7510,59600,0,0,0,0,3,1,1,0,0,0,0,4600,0,33600,0,0
"1947",6.5,0.4,20,5,5,3,0,2.8,0.899999999999999,1,0,4500,65000,1,0,0,0,2,1,1,0,1,0,0,3000,0,0,0,0
"1948",4.5,2,20,8,11,3.3,2,5.1,3,0,0,4220,29500,1,0,0,0,5,1,1,1,1,0,400,7000,0,4500,0,0
"1949",0.6,0,0,1,6,1.2,1,4.5,0.3,0.1,0,1235,23800,0,0,0,0,1,1,1,1,0,0,300,3200,0,13800,0,0
"1950",1.1,0,10,1.3,5.5,0.8,2,3.2,1,0,0,986,17300,1,0,0,0,2,1,1,1,0,0,300,4000,0,17300,0,1
"1951",0.63,0.5,0,2,1.6,0.5,0,1.5,0.09,0,0,680,19326,1,0,0,0,1,1,1,1,0,0,500,4581,0,19326,0,0
"1952",4.8,0,10,12.9,11,2.5,0.8,7.45,1.5,0.2,1,3076,55000,1,1,0,0,3,1,1,1,1,4500,1000,5800,0,5000,0,0
"1953",6.2,0,20,10.9,3.5,3,0,5.8,8,3,1,4310,70000,1,0,0,0,2,1,1,1,1,0,1800,6000,1500000,0,0,0
"1954",7.1,1,20,0,3.2,2,0.8,2.8,3,0,2,2990,45000,1,0,0,0,2,1,1,1,1,0,2000,5000,800000,0,0,0
"1955",4.8,0,0,11.3,7,2,0.8,10,0,0.1,2,3223,114000,0,1,0,0,3,1,1,1,1,3000,350,4900,0,39000,0,1
"1956",5,0,10,19.4,2,3,0.8,11.4,2.4,0,0,4132,75000,1,1,0,0,3,1,1,1,1,3600,1600,4780,0,0,0,0
"1957",7.5,1.5,20,3,7,5,3,11,3.15,0,0,6550,40000,1,1,0,0,4,1,1,0,1,7000,0,3500,0,0,0,0
"1958",1.7,0,10,1,5.5,0,0.8,5,2,0,0,1243,59100,0,0,1,4.3,3,1,0,1,0,0,4200,4100,0,9100,0,0
"1959",2.3,0,10,1.18,10.3,1,0.8,4,2.3,0,0,1859,60000,0,0,1,3.1,3,1,0,1,1,0,3200,3900,0,0,0,0
"1960",3.1,0,10,1.9,6,1,0,4.8,2.5,0,0,3027,65300,0,0,1,4.1,2,1,0,1,1,0,700,4100,0,65300,0,1
"1961",2,0.28,10,1.08,8.7,1,0,2,1.5,0,0,1627.99,22890,0,0,1,5.6,1,1,0,1,0,0,350,1200,0,22890,0,0
"1962",2.1,0,10,1.4,7.5,0,0.8,4.76,1,0,0,1579,53220,1,0,1,5.1,2,1,0,1,0,0,760,3700,0,53220,0,1
"1963",4,0.2,20,4.5,9.5,7,0,3,2.3,0.1,0,2704,68500,1,0,0,0,3,1,1,1,1,0,2000,3400,0,29300,0,1
"1964",4.5,0,0,3.5,0,0,0.8,3.45,0,0,0,1701,95000,1,1,1,3,3,1,1,1,1,1500,0,5000,0,15000,0,1
"1965",4,0,0,6,5,2,2,7,3,0,0,2760,120000,0,1,1,3,9,1,0,1,1,10000,3500,3000,350000,0,0,0
"1966",4,0,20,4.8,9,0,0,2.1,1.3,0,0,2242,64800,1,0,1,6,3,1,1,1,1,0,2200,4000,0,30800,0,0
"1967",4.5,0,30,4.8,10,13,0,6,1.7,0.1,0,3673,93400,0,1,0,0,3,1,1,1,1,5000,0,4000,0,28400,0,0
"1968",7.5,0,30,9.5,10,5.5,0,9,6,0.25,0,5780,127500,0,1,0,0,6,1,1,1,1,6000,1800,3800,0,52500,0,1
"1969",2,1,10,3.8,4,2,0,1,0,0,0,930,56000,1,0,0,0,2,1,1,1,0,0,0,3500,0,51000,0,1
"1970",1.9,0,10,0.9,6.2,0,0.8,3.5,1,0,0,1451,41300,0,0,0,0,2,1,1,1,0,0,600,4100,0,41300,0,0
"1971",2,0,10,4,10,2,0,5.5,2.5,0.1,0,1849,60500,0,0,1,6,2,0,0,0,0,0,0,2000,0,56300,0,1
"1972",4,1,20,11.8,9.5,3,0,5.9,3.5,0,2,4450,49000,1,0,0,0,3,1,1,0,1,0,1500,10000,9000,9000,0,0
"1973",2.1,0,10,0.679999999999999,7.5,0.6,0,5,1,0.18,0,1634,22630,0,0,0,0,1,1,1,1,0,0,640,2700,0,22690,0,0
"1974",3.15,0,0,2.18,10.2,1,0,7.6,2,0.18,0,2296,101300,0,0,0,0,5,1,1,1,1,0,3200,6000,0,10300,0,0
"1975",2,0,0,1.3,10.7,1.2,0.8,5.33,2,0,0,1619,73300,1,0,1,4,4,1,0,1,1,0,4700,4900,0,17960,0,0
"1976",0.6,0,10,0.9,7.4,0,0.8,3,1,0.18,0,758.98,32200,1,0,1,3.2,1,1,0,1,0,0,960,3100,0,25700,0,0
"1977",2.35,0,0,2.9,5,1.2,0.8,5.8,2,0,0,1834,27000,1,0,0,0,4,1,1,1,1,0,2700,4200,5000,0,0,0
"1978",2.5,1,20,5,8,3,0,1,1.2,0,0,2095,46800,1,0,0,0,2,1,1,1,1,0,1400,4200,0,28800,0,1
"1979",2,0,10,6.4,6,2,0,5,2,0,0,1720,85000,1,1,0,0,3,1,1,1,1,10000,3000,3500,0,10000,0,0
"1980",1.4,0,10,0.9,4,0,0,5.4,1.5,0.18,0,1476,28300,0,0,1,5.4,1,1,0,1,1,0,700,1760,0,28300,0,0
"1981",2.92,0,0,1.5,5,1.5,1.6,3.66,2.3,0,0,2587,95500,0,1,0,0,3,1,1,1,1,5000,3100,17100,0,0,0,0
"1982",1.1,0,10,1.18,8.4,0,0.8,4,1.5,0,0,1103,58100,0,0,0,0,4,1,1,1,1,0,4700,6300,0,15100,0,0
"1983",2.3,0,10,1,6.5,1,0,3,1.3,0,0,1631,51000,1,0,0,0,3,1,1,1,1,0,3100,4100,0,0,0,0
"1984",3.5,2,30,8,9.5,3,0,3,2.5,0,0,4096,80000,1,1,0,0,4,1,1,1,1,6000,0,11000,0,0,0,0
