"","meat","fish","eggs","milk","vegetables","fruits_and_berries","cereals","flour","sweets","softdrinks","alcodrinks","sum_rub_buy","income","diplom","car","plot_bi","plot_size","famsize","water","sanitation","fridge","internet","pfuel","ptransp","phome","debt","govsubs","nongovsubs","inval"
"1",0.2,1,0,0,5,1,0,1.3,0,0,0,336,28161,1,0,0,0,1,1,1,1,0,0,0,6200,0,26732,0,0
"2",3.3,0,20,1,1.5,0.3,1,1.5,1.2,0,0,1298,36900,0,1,1,12,2,1,1,0,1,0,3000,10000,0,26300,0,0
"3",4.5,1.5,10,3,1,0,1,1.4,2,0,0,1834,68070,1,1,1,10.4,2,0,0,0,0,0,0,0,0,66100,0,1
"4",1.5,0,20,2,12.5,1.5,0,1.2,2,0,0,924,59000,1,0,1,6,2,1,1,1,1,0,1200,5800,0,29720,0,0
"5",1.6,0,0,2.5,0,0,1,3.5,1.5,0.15,0,1208,25000,0,0,1,6,1,1,1,1,0,0,0,7000,0,23000,0,0
"6",1.5,0,0,7,0,0,0,8.8,7,0,0,2644,105400,0,1,1,25,3,1,1,1,1,5000,0,11000,500000,105400,0,0
"7",1.6,1,10,2.4,0,0,0,4.2,1,0,0,1331,28900,0,0,1,2,1,1,1,1,0,0,0,5600,100000,26900,0,1
"8",4,0,0,5,0,1,3,6.4,2,0.25,0,3528,63000,0,1,1,10,2,1,1,1,1,4000,0,9000,0,58000,0,0
"9",1.6,0,0,2,0,0,1,3.2,1,0,0,844,40000,0,0,0,0,1,1,1,1,0,0,0,4500,0,30000,0,1
"10",5.5,0,50,3,0,1.5,0,8,4,0.34,0,3953,118500,0,1,1,8,2,1,1,1,1,3000,0,7800,0,48500,0,0
"11",1.9,1,10,2.5,0,0,1,3.2,0.3,0.15,0,1398,28000,0,0,0,0,1,1,1,1,0,0,0,5000,0,27000,0,0
"12",2.8,0.5,20,1.8,0.3,0,0.4,2.2,2,0,1,2796,136000,1,1,0,0,2,1,1,1,1,6000,430,6800,0,44000,0,1
"13",3.27,0,0,3.5,0,0,0.9,1.5,0,0,0,1252,52582,0,0,1,7,2,0,0,1,1,0,410,2264.89,0,51082,0,0
"14",0.5,0,20,8.4,2,1,0.8,3.3,2.5,0,0,1785,60000,0,0,1,3,2,1,1,1,1,0,9000,8000,200000,0,0,0
"15",2.1,0,20,0.9,0,1.2,1.9,2,3.3,2,0,2450,37400,0,0,1,3,1,1,1,1,0,0,800,4500,0,13400,0,0
"16",3.3,0,10,1.75,2.9,1.5,0,3.3,1.8,2,0,2503,32200,0,0,0,0,1,1,1,1,0,0,450,6000,0,10650,0,0
"17",4.1,0,20,3.5,0,0,0,1.7,1.5,0.4,0,2270,21200,0,0,1,3,2,0,0,1,1,0,434,480,0,21200,0,0
"18",2.3,0,10,2.5,0,1,1,2.65,1,0.15,0,1258,38400,0,0,1,15,1,0,0,0,0,0,0,300,0,36900,0,0
"19",0,0,0,1,0,0,2,2.8,0,0.25,0,517,72000,0,1,1,2,3,0,0,1,1,7000,2000,1300,300000,0,0,0
"20",1.6,1,0,3.8,0,1,0,2.6,2,0.4,0,2401,41000,0,0,1,6,2,0,0,1,0,0,434,1000,0,41000,0,1
"21",6.7,1.5,30,5,0,1,2,3,1,0,1.5,4470,93898,0,0,1,6,2,1,1,1,1,0,7000,6200,0,53098,0,1
"22",3.2,0,10,7.5,0,0,0,2,0.4,0,0,2107,29500,0,0,1,39,1,1,1,0,0,0,600,5600,0,29500,0,0
"23",3.5,0,10,0,4,2,0,0,0,0,0,947,52200,0,0,1,3,1,1,1,0,1,0,433,7200,0,27200,0,1
"24",5.5,0,0,10,0,2,1,4.8,1,0,0,3368,76700,1,0,1,30,3,1,1,0,1,0,1000,7200,0,31700,0,1
"25",0.5,0,0,3,0,0,0,1,0.5,0,0,550,45000,1,0,1,58,1,1,1,1,1,0,1000,7500,0,0,0,0
"26",7,1,20,6,0,0,0,3,1,0.2,2.5,4860,89000,0,1,1,31,2,0,0,0,0,4000,4000,8000,0,44000,0,0
"27",3.5,1,20,2.5,1,0,0,3,0.8,0,0,1926,53000,0,0,0,0,2,0,0,0,1,0,1000,4000,0,0,0,0
"28",3.7,0,30,3.8,0,1.5,0,1.6,1.3,0,0,1867,33500,0,0,1,40,1,0,0,0,0,0,0,300,0,33500,0,1
"29",6.5,0,10,4.5,0,0,0,2.4,2,0.1,0,2967,26250,0,0,1,11,1,0,0,0,0,0,433,500,0,26250,0,0
"30",1.5,0,0,6.5,0,0,0,2,6,0,0,1669,20250,0,0,1,21,1,1,1,0,0,0,433,7200,0,15250,0,1
"31",5.2,0,30,7.3,0,0,0,6.6,6,0.1,0,3680,35800,0,1,1,25,2,0,0,0,1,3000,0,700,0,10800,0,0
"32",3,0,0,1.3,0,1,2,2.6,0.5,0,0,1570,28550,0,0,1,15,1,1,1,0,0,0,300,5600,0,28550,0,0
"33",13,1,20,7.5,0,0,2,7.8,2,0.2,0,7573,166100,1,1,1,24,4,1,1,1,1,10000,7000,8000,60000,26100,0,0
"34",2.6,0,10,2.5,2,2,1,2,0,0,0,1645,14700,0,0,1,2,1,1,1,0,0,0,300,5000,0,14700,0,0
"35",6.5,1.5,0,2.3,0,0,1,2.8,4.2,0,2,2599,88720,1,1,1,10,3,1,1,0,1,6000,0,6200,0,69120,0,0
"36",5.2,1,20,2.9,8,1,0,4.18,2,0.37,0,2492,139297,0,0,0,0,7,1,1,1,0,0,0,7500,0,106595,0,1
"37",2.2,0,20,2,8,1.5,0,4.3,3.5,0.25,1.5,2025,114000,1,0,1,2,4,1,1,1,1,0,0,7500,0,0,0,0
"38",1.2,0,0,1.45,0.8,0,0,0.4,1,0,0,440,29307,1,0,0,0,1,1,1,0,0,0,0,4250,0,28445,0,0
"39",6,0,0,0,0,0,0,3.4,8,0.3,0,3770,65800,0,1,1,50,2,0,0,1,1,4000,433,1000,0,14800,0,0
"40",4.1,1,20,7.2,3,1,2,5.2,2.5,0,0,2853,28000,0,0,1,10,3,0,0,0,1,0,600,500,0,0,0,0
"41",5,1,10,6,0,1,0,1.4,0.5,0.1,0,2889,17700,0,0,1,5,1,1,1,1,1,0,433,7600,0,17700,0,1
"42",2.6,0,10,4,0,0,0,1.6,0,0,0,1060,18600,0,0,1,39,1,1,1,0,0,0,300,6500,0,18600,0,1
"43",7,0,20,7,0,0,0,2.4,1,0,0,3643,36800,0,1,1,4,2,1,1,1,1,2000,433,6900,0,36800,0,1
"44",2.5,0,10,3.5,0,0,0,1.6,1,0,1,1988,26500,0,0,1,44,1,1,1,1,0,0,0,7100,0,21500,0,0
"45",0.3,0,10,2,0,1,0,1.6,10.8,0.19,0,1513,45800,0,0,1,5,1,1,1,1,1,0,0,5600,0,25800,0,0
"46",0.5,0,10,2.5,0,1,1,2.6,0.5,0,0,1172,25700,0,0,1,5,1,1,1,1,1,0,208,6000,0,10000,0,0
"47",0.5,0,0,3,0,1,0,2.8,2,0,0,1298,65600,0,0,1,6,3,0,0,1,1,0,0,1200,0,45600,0,0
"48",2.5,0,10,2.5,50,0,2,4.6,1,0.3,0,1942,37500,0,0,1,2,1,0,0,1,1,0,0,400,0,22500,0,0
"49",1.25,0,10,0,4,0,0,4,1,0.1,0,833,16700,0,0,0,0,2,1,1,0,0,0,433,3500,0,16700,0,1
"50",1.9,0,10,3,0,0,1,2,0.3,0.25,0,1395,30390,0,0,0,0,1,0,0,1,0,0,0,400,0,24390,0,1
"51",2.1,0,10,2.5,0,0,0,3,1.3,0,0.25,1243,35000,0,1,1,4,1,1,1,1,1,5000,0,5000,50000,0,0,0
"52",3,2,0,0.5,7,3,2,3,0.2,0.2,2,2470,150000,1,1,0,0,3,1,1,1,1,5000,2500,4000,0,0,0,0
"53",2,0,10,2,9.2,5.5,2.9,0.5,1,0,0,1385,66000,1,0,0,0,3,1,1,0,1,0,1700,5000,0,0,0,0
"54",3.2,1.1,10,2.3,6.5,2.3,1,3.3,0.08,0,0,1899,31700,1,0,0,0,1,1,1,1,1,0,630,3300,0,31700,0,0
"55",2.9,1.8,10,5.5,5.5,1,0,4.8,0.5,0,0,3309,54200,1,0,1,8,2,1,1,1,1,0,1500,5200,0,54200,0,0
"56",3.5,1,20,2,4,2,2,3,1,0,0,1572,20500,0,0,0,0,1,1,1,1,0,0,0,2400,0,20500,0,0
"57",2.5,0,10,3.4,2,2,2,2,0.5,0,0,1271,19380,1,0,0,0,1,1,1,1,0,0,200,1700,0,19380,0,0
"58",1,0,10,2.2,2,1,1,1.5,0.5,0,0,662,10500,0,0,0,0,1,1,1,1,0,0,0,5200,0,10500,0,0
"59",0.8,0,0,2.05,3.7,6,0.8,0.75,0.356,1,0,1033.9,30620,0,0,0,0,1,1,1,0,0,0,0,3500,0,30620,0,0
"60",3,0,0,2,9,1,0,2.7,1.7,0,0,3388,84000,1,0,0,0,5,1,1,1,1,0,1500,5500,0,17000,0,1
"61",3.34,1.49,0,2.5,15.4,3,0,2.5,0.7,0,5,3608,105683,1,1,0,0,4,1,1,1,1,3000,300,5100,0,0,0,0
"62",1.5,0,10,1,1,1,1,1.5,0,0,0,587,12645,0,0,1,6,1,1,1,1,0,0,0,5500,0,12645,0,1
"63",3.2,0,0,1.98,5.5,4.6,1,2,1.5,0.4,0.5,2789.4,24041,0,0,1,1.5,1,0,0,1,0,0,440,2800,0,17041,0,0
"64",4.7,3,20,3.9,7,3,0,1.5,0.3,0,0.5,4881,141500,0,0,0,0,5,1,1,1,1,0,3500,8100,0,24500,0,0
"65",6,0,20,3,15,4,0,3.95,0.3,0.1,0,3167,74000,0,0,0,0,4,1,1,1,1,0,2000,4200,0,0,0,0
"66",0.8,0,0,1,0,0,0,0.4,0,0,0,490,80000,1,0,0,0,3,1,1,1,1,0,1300,3200,0,0,0,0
"67",3.1,0,20,3.8,4,2,0,1.5,0.3,0,0,2173.2,70203,1,1,0,0,2,1,1,1,1,2000,120,5200,0,28703,0,1
"68",6,0,20,1.7,1.5,13,0,0.35,1.3,0.25,0,3211,26000,0,0,0,0,1,1,1,1,0,0,800,3750,0,26000,0,0
"69",2.5,0,30,6,11,2,0,1.6,4.7,0,0,4246,38200,0,1,0,0,2,1,1,1,0,3000,500,5600,0,14200,0,1
"70",0.7,2,0,0,5.3,2,0,2.4,2,0,2.5,2471,28175,0,0,0,0,1,1,1,1,1,0,500,4144,0,14375,0,0
"71",3.5,0,20,16.05,17.8,5,1.8,4,2,2.3,0,4401,82360,1,1,0,0,6,1,1,1,1,4000,2000,8480,0,27360,0,0
"72",3,1,0,3.7,10.5,3,0,3.25,1.6,2,0,2939,41200,1,1,1,26,3,1,1,1,1,8000,500,6500,0,33200,0,1
"73",1.98,0,10,1.3,2.5,1,0.8,1,1.2,0,0,1049,10000,0,0,0,0,1,1,1,0,0,0,500,2800,0,10000,0,0
"74",1.2,0,10,1.65,5,1,1,3,0.5,0,0,652,25800,0,0,0,0,1,1,1,1,0,0,440,3700,0,25800,0,1
"75",5.3,0,10,2.2,3,2,1,2,1.8,1.15,1.5,2665,60000,1,0,0,0,2,1,1,0,1,0,5000,5000,0,0,0,0
"76",1.05,0,0,2,1,1.5,1,2.6,1,0,0,628,37040,1,0,0,0,1,1,1,1,1,0,0,6000,0,17605,0,0
"77",2.4,1,0,2.25,0,1,1,1.6,2.5,0.145,0,1884.5,26600,0,0,1,7.5,1,1,1,1,1,0,300,4000,0,16600,0,0
"78",2,0,0,3.6,0,0,1,1.2,0,0.034,0,672,24690,0,0,0,0,1,0,0,0,0,0,0,1000,0,22390,0,1
"79",5.3,0,10,3.2,0,1,0,4.8,2,0.036,1.5,2052,48835,0,0,1,4,2,1,0,0,1,0,300,2400,0,18400,0,1
"80",2.4,1.2,10,1.45,0,0,1,0.5,1.8,0,5,1818,60000,1,1,1,6,2,0,0,0,1,4000,0,1500,700000,0,0,0
"81",2,0.7,10,3.15,0,1.5,0.8,8.5,1.02,0,0,2013,105000,1,1,1,7,3,1,0,0,1,3000,0,3500,400000,22000,0,0
"82",2.425,0,10,2.45,0,1,0,4.4,1.12,0.132,0,1612,53000,1,1,1,6,2,1,1,1,1,3500,0,4500,0,30200,0,0
"83",4.7,0,20,8.3,0,2,1,5.8,9.6,0.2,1.5,5016,82900,1,0,1,4.1,5,1,1,1,1,0,0,3674,0,42300,0,0
"84",5.2,0,10,2.7,0,6,0,2,2.8,0,0,2134,47000,1,0,0,0,5,1,1,1,1,0,200,3700,0,0,0,0
"85",3.6,0,10,1,0,1,0,4.4,2.5,0,0,1730,35300,0,0,1,6,2,1,1,1,0,0,100,2400,0,24000,0,0
"86",4.7,0,10,10.2,1,0,1,6.5,1.3,0.295,0,2754,56300,0,1,1,4.5,2,1,1,1,1,4000,0,5000,500000,20300,0,0
"87",2.575,1,0,4.55,2.4,10,1.45,14.9,7.087,2.195,0.5,5238,66700,0,0,1,49,4,1,1,1,1,0,1400,4336,0,51148.53,0,1
"88",0,0,10,0.4,0.5,1.2,0,0.8,0.7,0,0,910,30000,0,0,0,0,2,1,1,0,0,0,0,2268.84,0,0,0,0
"89",1.525,0.9,0,7.8,0,0.4,0,8.5,1,0,0,1811,42000,1,1,1,18,2,1,1,1,1,2000,435,7000,400000,17670,0,0
"90",0.8,0.6,10,2.8,0,2,0,0,0.2,0,0,872,13000,0,0,0,0,1,1,1,0,1,0,0,4500,18000,13000,0,0
"91",1.5,0,20,1.65,0,0.3,0,4,1.42,0,0,1163,36809,1,0,1,7.8,2,1,1,1,0,0,140,2159,0,35939,0,0
"92",1.525,0,0,0.486,0,0,0,0.6,2,0.9,0,766,55615,0,0,0,0,1,1,1,1,0,0,1800,4000,0,27980,2200,0
"93",1.5,1,10,3.25,0,2,1,0.9,0,0,0,1601,50000,1,1,1,10,3,1,1,1,1,3000,0,5000,0,0,0,0
"94",1.75,0,20,1.65,0,0,0,3,0,0.19,0,904,26091,0,0,0,0,1,1,1,1,0,0,435,3000,0,25656,0,0
"95",5,0.32,0,1,0,1,1,4.6,0,0.036,0,1634,54000,1,1,1,10,2,1,1,1,1,2500,0,4300,0,0,0,0
"96",6,0,10,5.5,0,1,1,7.5,2.1,0,0.5,3200,22500,1,0,1,17,1,1,1,1,1,0,5000,4000,0,21000,0,0
"97",2.725,0,10,4.55,0,1.5,0.8,2.2,0.38,0.2,0,1891,27000,0,1,1,7,2,1,1,1,1,3000,250,4000,200000,15000,0,0
"98",2.4,0,10,1.3,0,1,0.8,1.95,0.3,0,0,1505,41000,1,0,0,0,4,1,1,1,1,0,1000,5000,500000,0,0,0
"99",5.98,1.745,0,1.55,2.9,4,0,3.72,0.42,2.19,0,4157.96,114500,1,1,1,10,6,1,1,1,1,2000,100,7300,720000,16500,0,0
"100",1.3,0,60,1.5,0,0,0,0.4,0,0,0,659,63798,0,0,1,4.2,3,1,1,1,1,0,1500,6000,0,25000,0,0
"101",1.3,0,10,3.4,1.3,0.5,0,0.8,0,0,0,1424,15000,0,0,0,0,1,1,1,1,1,0,0,4000,0,0,0,0
"102",2,1,10,0.25,0,1,0,1.1,0,1.5,0,1184,28000,1,0,0,0,1,1,1,1,1,0,0,3500,200000,0,0,0
"103",1.1,0,10,4.3,0,1,1,3.85,0.9,0.5,0,1532,30100,0,0,1,6,1,1,1,1,1,0,1500,4800,0,30100,0,0
"104",1.5,0,10,5.9,0,2,1,2,2,1.18,0,2265,36000,1,1,0,0,4,1,1,1,1,6000,0,6000,0,0,0,0
"105",2.4,0,0,3.5,0,1,1,2.8,1.3,0.045,0,1279.6,25300,0,0,1,25,2,1,1,0,0,0,100,4500,0,24865,0,1
"106",0.4,0,10,7.2,0,0,0,1.6,1.5,0,0,846,13100,0,0,0,0,1,1,1,0,0,0,0,8000,0,13100,0,0
"107",6,0,20,4.9,2,6,1,5.2,0,0,0,3904,65000,1,1,0,0,3,1,1,1,1,0,0,6000,0,0,0,0
"108",1.9,0,10,1,1.3,1.5,0,2.8,0,0.3,0,1209,82000,1,1,0,0,3,1,1,1,1,0,300,4500,0,0,0,0
"109",7.5,1,0,6.2,0,7,1,7,2.5,0.2,0,4950,64000,0,1,1,8,3,1,1,1,1,5000,0,7200,1240000,16000,0,0
"110",2.2,0,0,2.6,0,3,0,4.5,3,2,3.5,2862,44500,1,1,1,4.5,3,1,1,1,1,2015,0,4964,0,0,0,0
"111",0.3,0.22,0,1.39,1.34,0,0.8,0.665,0.06,0.19,0,1009.94,42900,0,0,0,0,1,1,1,1,0,0,230,4200,1026000,0,0,0
"112",3,2,10,4.5,0,0,1,8,1.6,0.2,0,2822,90000,1,1,1,6,4,1,1,1,1,3000,0,15000,800000,28000,0,1
"113",1.2,0,10,0.9,1,0,0.8,2.45,1,0,0,676,18000,0,0,1,3,1,1,1,0,1,0,0,7000,0,0,0,0
"114",4.1,0.7,20,6.42,0,3,1.8,5.5,0.8,1.07,1.8,4032,39085,0,0,1,5,2,1,1,1,1,0,240,2900,0,38223,0,0
"115",3.34,0.7,10,5.5,5,3,0,2.5,0.8,1.75,1.75,3316,38500,0,0,0,0,1,1,1,1,1,0,1000,3000,0,14300,0,0
"116",5.025,0.245,10,6.05,7.4,3,0.8,4.98,0.9,0.14,0,3191,50000,0,1,0,0,3,1,1,0,1,7000,2840,5000,0,0,0,0
"117",3.3,0,10,5.409,3.4,1.8,0,1.68,0.4,2.05,0,2037,29000,0,0,0,0,1,1,1,1,0,0,480,3200,0,29000,0,0
"118",4.8,0,10,5,0,7,0,2.8,0.1,0,0,2679,61170,0,0,1,5.5,2,1,1,1,0,0,600,4000,0,28170,0,0
"119",4.41,1,10,5.899,0,4,2,4.68,1,1.15,3.2,4283,84751,1,0,1,5,4,1,1,1,1,0,960,6000,0,13889,0,0
"120",3.2,0,10,3.95,1.4,4,0,1.35,1,0,0,1970,40500,0,0,0,0,1,1,1,0,0,0,0,5000,2000,40500,0,0
"121",2.5,0,10,2,1,1,0,2.8,1.2,0,0,1332,25850,0,0,0,0,1,1,1,0,1,0,0,2600,0,25850,0,0
"122",2,0,10,1,5,4,0,4,0.2,0.05,0,1070,31200,0,0,1,4,1,1,1,1,1,0,200,3700,0,31200,0,0
"123",2.2,0.6,20,6,5.7,1.5,1.8,6.5,2,0.25,1.45,1889,15650,0,0,0,0,1,1,1,0,0,0,250,2900,0,15650,0,0
"124",4.89999999999999,0.4,20,4.58,3.75,5.2,0.9,6,6.1,1.3,3.25,5263,80900,1,0,1,3,2,1,1,1,1,0,12000,4000,0,0,0,0
"125",3.49,0.42,10,3.05,15.6,2,1.6,3.08,0.25,0.24,0,2447,58279,1,0,0,0,2,1,1,1,0,0,0,7000,0,58279,0,0
"126",10.567,0.245,10,7.359,0,3,0,3.86,4.3,0.145,2.7,5716,150300,0,1,1,15,3,1,0,1,1,6000,0,1200,0,41300,0,0
"127",1.825,0,10,4.209,0,1,0.8,4.8,1.5,0.045,0,1649,33223,0,0,1,6,1,1,0,1,0,0,384,800,0,33223,0,0
"128",7.185,0,10,9.139,12.9,3.5,1,6.2,2.5,0.24,0,4019,73000,0,1,0,0,3,1,1,0,1,5000,240,5700,128000,8000,0,1
"129",2,1.3,10,3.55,0,6.5,0,1,0.35,0,0,1320,29900,0,0,1,4,1,1,1,1,0,0,300,2700,0,29900,0,0
"130",3.6,2,10,2.83,3.2,2,0,0.899999999999999,2,0,0.75,3055,50500,0,0,0,0,1,1,1,1,0,0,1200,3200,0,32500,0,0
"131",1.88,1,20,3,0,1,0,1.9,2,0,0,1004,22836,0,0,1,8,1,0,0,1,0,0,240,1500,0,20836,0,0
"132",6,1,30,5.7,0,3,0,3.7,1.5,0,0,3048,70000,0,0,1,9,2,0,0,0,1,0,1400,4500,0,20000,0,0
"133",6.52,3,0,8.1,0,6,0,6.26,4.5,0,0,4611,115000,0,1,1,28,6,1,1,1,1,6000,480,7000,0,42000,0,0
"134",5,2,30,8.1,0,5,0,2.33,1.5,0,0,3522,44000,0,0,1,5,2,1,1,0,1,0,1420,7000,0,44000,0,0
"135",8.3,0,60,2.9,1,4,4,3.8,1,0,0,3865,74000,1,0,0,0,8,1,1,1,1,0,1500,9000,0,6000,0,0
"136",3.5,0,10,3.4,0,2,0,2.8,1.7,0.2,0.5,1913,70954,0,0,1,4.5,3,1,1,0,1,0,1000,3600,0,30954,0,0
"137",1.8,0,0,3,0,0,0,2.15,0.5,0,9,1632,21500,0,0,0,0,2,1,1,0,1,0,300,3800,46500,0,0,0
"138",2.5,0,0,0,2,1,0,1.8,1,0,0.5,1296,35000,1,1,0,0,1,1,1,1,1,3000,0,0,0,0,0,0
"139",5.26,1,10,5.2,0,9,0.5,1.6,1.7,2,0,3116,72100,1,1,1,4,2,1,1,1,1,5600,0,5100,0,25100,0,0
"140",4.4,1,10,3.85,0,8,2,3,2.5,0.2,0,2513,45800,0,0,1,5.3,2,1,1,1,0,0,100,4300,0,45800,0,0
"141",3.3,0,15,7.3,6.5,2,1,3,0.7,2,0,2117,20000,0,0,0,0,1,1,1,1,0,0,200,4500,0,0,0,0
"142",0.34,0,0,0.25,0,2,0,3,0.4,0.15,3.5,1185,54573,0,1,1,4,2,1,1,0,0,1200,48,4000,0,54573,0,0
"143",1.5,0.7,10,1.2,3.8,1,1,0.8,0.1,1.1,0,964,36810,0,0,0,0,1,1,1,0,0,0,0,1900,0,36810,0,1
"144",3.38,2,20,3.3,7,3,1,1.65,1,0,0,2144,24860,0,0,0,0,1,1,1,0,0,0,480,3000,0,24860,0,0
"145",4,2,10,4.19,0,4,0,2.95,0.9,0,0,2747,62500,1,1,1,5.5,2,1,1,1,1,5000,0,4500,0,60000,0,1
"146",3.35,0.7,0,3.2,2.2,3,0,4.95,2.5,1.265,0,2507,28452,0,0,0,0,1,1,1,0,0,0,100,3500,0,27589,0,0
"147",0,0,0,7.6,0,3,0,2.9,0,0,1.5,1007,68300,0,1,1,4,2,1,1,0,0,2500,0,2000,300000,36100,0,1
"148",7.76,2,30,8.2,0,4,0,4.11,2.5,0,1,4481,82334,0,1,1,6,3,1,1,0,1,3000,810,6500,0,37300,0,1
"149",6.76,1.5,20,5.45,0,4,0,3.2,1.56,0,1,3224.83,55500,0,0,1,8,2,1,1,0,1,0,1200,6000,0,22500,0,1
"150",2.65,0.3,10,3.9,0.5,2,1,3.08,1.7,0.05,0,2262,14143,1,0,1,6,1,1,0,1,0,0,0,2000,0,14143,0,0
"151",11.47,1,30,8.898,1.85,4,2,13.76,1.1,1.135,1.5,5857,53248,0,0,1,15,4,1,0,1,0,0,1920,5500,0,13248,0,0
"152",5.225,0.14,10,3.59,0,2,2,8,3.1,0.05,2.5,3557,47250,0,0,1,5,3,0,0,1,1,0,960,3500,0,12250,0,0
"153",4.38,2,30,7.8,14,4,0,3.46,1.5,2,0,3539,68200,0,0,0,0,2,1,1,1,1,0,240,5800,0,40200,0,0
"154",3.8,0,10,7.75,1,6.5,0,2,0.7,3,1.5,2796,65000,1,1,0,0,3,1,1,0,1,5000,1000,10000,0,0,0,0
"155",5.2,2,30,8.25,0,8.5,1.6,5,1.3,1.15,1,4852,80700,1,1,1,6,4,1,1,1,1,7000,250,4000,0,0,0,0
"156",3.6,1,20,3.25,0,3,0,1.2,1.5,0,0,2001,47000,0,0,0,0,1,1,1,1,1,0,2000,7000,0,0,0,0
"157",1.2,0,10,0.25,0.6,2,0,0.85,0,0.075,6,1841,35000,0,1,0,0,1,1,1,1,1,8000,0,4000,0,0,0,0
"158",8.71,0.25,30,9.13999999999999,1,4.2,1.6,9.04,4.5,2.145,0,6039,90000,1,1,1,4,5,1,1,1,1,5000,960,5500,0,30000,0,0
"159",2.225,0.245,10,1.45,5.4,1,2,4.58,0.2,0.05,0.5,1731,31444,0,0,0,0,2,1,1,0,0,0,0,2000,0,24444,0,0
"160",1.5,0,0,1.2,2,1,0,1.6,0.3,0,0,715,31260,0,0,0,0,1,1,1,0,0,0,0,1300,0,31260,0,0
"161",2.325,0,10,6.06,8,2.5,0,3,1.7,0,0,2090,88000,1,0,0,0,3,1,1,0,1,0,1000,5800,120000,0,0,0
"162",0.5,1,10,2.4,0,2,0,1.5,0,0,0,1386,41000,1,0,1,7,1,0,0,0,1,0,3810,840,0,32000,0,0
"163",2.62,1.2,10,2.25,13.8,1,1,3.4,0.35,0,0,1361,30000,1,0,0,0,1,1,1,0,1,0,1000,2300,0,30000,0,0
"164",2,0,20,0,0,1,0,0,0,0,0,570,39000,0,0,1,6,2,1,1,1,1,0,500,4000,180000,0,0,0
"165",0.4,0.8,0,2.7,15,1,0.8,3.5,0.3,1,0,1014,74500,1,1,1,6,2,1,1,1,1,1000,1680,5500,0,26500,0,1
"166",0,1,0,1.1,1,0,0,1.1,0,0,0,955,54000,0,0,1,4.2,2,1,1,0,0,0,0,4000,0,51000,0,1
"167",3.1,0.7,20,4.1,0,3.5,0,1.2,1,2,0.7,2930,75000,0,1,1,5,3,1,1,0,1,5000,0,4000,0,0,0,0
"168",3.8,1,10,3.9,0,3.5,0,2.8,6,1,0,2617,29600,0,0,1,5,2,1,1,0,1,0,500,2450,0,29600,0,0
"169",4.52499999999999,0.245,10,4,2,3,1.6,3.58,0.7,0.24,0.5,3297,38321,0,0,1,4,2,1,1,1,0,0,0,3400,0,36597,0,0
"170",5.55,1,20,17.54,0,4,2,5.14,4.5,0.145,1.25,5410,75000,1,1,1,6,4,1,0,1,1,5000,960,4000,0,0,0,0
"171",4,0,0,2,0,1.7,0,3,0,0,0,1230,71000,0,1,1,6.5,2,1,0,0,1,1000,0,1000,0,71000,0,0
"172",6.3,0.3,20,7.93,3,6,1.8,4.9,2,0.97,1.65,6441,112400,1,1,0,0,4,1,1,1,1,7000,500,4000,3800000,0,0,0
"173",0,0,0,7.4,0,1,3,5.4,0,0,0,952,49100,0,0,1,5.08,2,1,1,0,1,0,0,5000,0,49100,0,0
"174",0.3,0,10,4.3,1.5,1,0,0.4,0,0,0,825,56200,1,0,0,0,2,1,1,0,1,0,1000,3000,0,31800,0,1
"175",3.7,0,10,3.5,0,5,1,1.65,0,0,0,1749,39900,0,0,1,4,2,1,1,0,0,0,300,3500,0,36700,0,1
"176",2.95,1.75,20,8.5,7.4,5.3,2,4.3,3.1,2.1,0,3094,28400,1,0,0,0,1,1,1,0,0,0,1500,1800,0,28400,0,0
"177",1.6,0.62,0,8.45,0,1,1.6,8.6,5.2,0,0,1761,30600,1,0,1,3,3,1,1,0,1,0,0,5000,0,25600,0,0
"178",0,4,20,2.9,0,9,0,1.6,2,0.15,0,3444,78900,0,1,0,0,2,1,1,0,0,3500,0,6400,0,64200,0,1
"179",1.7,1.6,10,3.3,6.5,1.1,0,2.9,0,0.1,0,1602,100000,0,0,0,0,2,1,1,0,1,0,700,3500,0,30000,0,0
"180",3.7,1.3,10,2.8,2,3,0,1.65,0.75,0.25,6,4068,90000,1,1,0,0,2,1,1,1,1,14000,0,6000,0,0,0,0
"181",2.7,0,20,7.6,5.5,3,1,4.2,3.3,2.1,0,2698,83900,1,1,0,0,4,1,1,0,1,5000,1000,3000,0,26900,0,1
"182",0.8,0,0,14,7.5,2,1,1.65,0,0,0,1227,18300,1,0,0,0,1,1,1,0,0,0,0,2700,0,16100,0,1
"183",2.5,3.6,0,2.4,0,1.6,1,6.35,1.3,1.2,2,2136,60000,0,1,0,0,4,1,1,1,1,2500,1000,5000,0,0,0,0
"184",6,0,20,5.77499999999999,0,5,1.8,5,1.132,2.2,0,4385,84600,0,1,1,5,2,1,1,0,1,4000,1100,2300,0,25100,0,0
"185",2,1.5,10,2.25,0,1.5,0,3.4,0.9,0,0.5,1717,43000,0,0,1,4.8,1,1,1,1,0,0,800,3500,0,24000,0,0
"186",7.34,0.42,30,8.8,1.4,4,3,6.76,4.5,0.145,0.5,5230,75000,1,0,1,6,4,1,1,1,1,0,960,5000,340000,0,0,0
